Soil Moisture (%),Soil Humidity (%),Rain Drop Level (mm),Temperature,Recommended Crop,Best ML Algorithm
44.05632325,63.76464883,123.0940883,17.51271664,Cotton,Decision Tree Classifier
25.4632935,49.64009513,276.0857834,15.03161959,Cotton,Decision Tree Classifier
28.20182129,71.36877522,264.0188095,24.79971975,Cotton,Decision Tree Classifier
26.99809611,88.97099366,145.005199,11.51545354,Cotton,Decision Tree Classifier
35.00889159,63.22014532,107.7791324,11.09235185,Cotton,Decision Tree Classifier
11.28430646,80.87491283,97.65539449,24.88043636,Pulses,Random Forest Classifier
6.348811544,65.38920935,80.26908692,16.45320642,Cotton,Decision Tree Classifier
18.85684737,64.79200156,163.3643561,10.28057915,Cotton,Decision Tree Classifier
36.71063432,86.52117466,241.4935814,18.88170734,Wheat,Random Forest Classifier
14.08340535,84.49829344,93.22698246,24.32102062,Pulses,Random Forest Classifier
35.3044595,79.29002326,57.02822691,21.82866104,Pulses,Random Forest Classifier
48.64604207,54.81278767,142.6451419,14.06408398,Cotton,Decision Tree Classifier
9.225532211,67.25042079,20.71032504,27.39024483,Cotton,Decision Tree Classifier
35.26709532,51.19486167,210.3837018,31.30998973,Cotton,Decision Tree Classifier
24.96875987,62.1958349,155.5074799,30.26617486,Cotton,Decision Tree Classifier
44.06640145,64.21065329,148.9124424,21.81285764,Wheat,Random Forest Classifier
12.97174053,81.58200201,90.13361387,14.12788454,Cotton,Decision Tree Classifier
36.16816785,84.80141827,271.4020313,24.9846032,Wheat,Random Forest Classifier
42.71518803,60.73100312,27.14588755,36.71295265,Millets,Random Forest Classifier
47.50763988,40.88522225,260.9472027,24.06168547,Cotton,Decision Tree Classifier
35.74616127,83.08869199,113.0115607,15.87043149,Cotton,Decision Tree Classifier
27.37286438,48.71393393,264.1870548,12.79159909,Cotton,Decision Tree Classifier
32.80312581,71.09409819,218.6284375,38.31779914,Cotton,Decision Tree Classifier
44.1007243,41.24854502,31.251218,32.29028227,Millets,Random Forest Classifier
30.6774386,59.97532376,249.460886,19.38900918,Cotton,Decision Tree Classifier
6.367417686,89.29801511,204.6530501,18.86057219,Cotton,Decision Tree Classifier
46.8926913,45.03468006,9.690573875,36.8565546,Millets,Random Forest Classifier
36.0287038,61.1846576,40.11080463,15.32704704,Cotton,Decision Tree Classifier
35.44310236,55.35749751,190.6884168,26.05111869,Cotton,Decision Tree Classifier
14.70538186,85.25440617,198.7801509,31.40512826,Cotton,Decision Tree Classifier
34.64984616,83.4670054,223.9954299,21.89171056,Wheat,Random Forest Classifier
22.72389825,51.88493802,216.0736202,11.19707028,Cotton,Decision Tree Classifier
34.30548397,44.05938935,197.8559864,16.83276441,Cotton,Decision Tree Classifier
9.796686364,71.3569197,229.8716705,37.05424412,Cotton,Decision Tree Classifier
34.60303871,56.81843559,172.5257118,25.69356901,Cotton,Decision Tree Classifier
49.97361766,73.60421953,78.23741566,34.46323739,Maize,Random Forest Classifier
7.169541749,41.6059878,273.7129841,26.67056628,Cotton,Decision Tree Classifier
48.97283829,46.66996176,5.46420928,38.30806287,Millets,Random Forest Classifier
23.31085823,74.31861164,109.968516,37.27402227,Cotton,Decision Tree Classifier
44.18390527,50.61853277,218.6610879,24.48664126,Cotton,Decision Tree Classifier
40.20734678,82.87938379,128.1468123,19.54822076,Wheat,Random Forest Classifier
30.51573174,42.92954439,7.450322244,28.05006362,Cotton,Decision Tree Classifier
38.23021442,50.77409914,19.79427093,30.24663045,Maize,Random Forest Classifier
44.53320026,89.92801242,194.5912107,24.95065277,Rice,Random Forest Classifier
23.18631447,61.65380513,289.4593798,34.66849663,Cotton,Decision Tree Classifier
19.71649227,75.14828318,165.5590908,15.49985565,Cotton,Decision Tree Classifier
35.04170235,49.13315244,152.0273454,20.03235492,Cotton,Decision Tree Classifier
41.35306739,70.49343675,95.49756392,30.59129072,Maize,Random Forest Classifier
39.30283106,76.30530342,77.00720216,17.40051596,Cotton,Decision Tree Classifier
40.9016142,55.72383179,6.295494527,23.19534234,Maize,Random Forest Classifier
24.60124917,81.4448556,81.88646029,38.9120064,Cotton,Decision Tree Classifier
41.80253973,70.17087892,134.7331323,28.77627918,Wheat,Random Forest Classifier
10.40940749,59.45615048,59.38493491,38.47171704,Cotton,Decision Tree Classifier
29.50200941,67.88211967,26.20439654,31.6732421,Maize,Random Forest Classifier
5.259139722,68.83804237,215.3183602,31.74000309,Cotton,Decision Tree Classifier
19.60636235,48.27676463,268.3860807,27.75571521,Cotton,Decision Tree Classifier
21.49076907,60.13661849,281.0316209,14.26625784,Cotton,Decision Tree Classifier
22.82777112,57.1715294,185.3996185,25.59142873,Cotton,Decision Tree Classifier
36.2960243,60.04513613,15.83237478,17.57998602,Cotton,Decision Tree Classifier
22.48511456,78.05552942,222.258789,39.96017663,Cotton,Decision Tree Classifier
25.19121302,64.12692037,33.02859158,18.0088582,Pulses,Random Forest Classifier
15.68948589,87.01580766,200.9244353,16.9205753,Cotton,Decision Tree Classifier
21.79633062,54.68382067,233.8097507,28.71649465,Cotton,Decision Tree Classifier
15.22713323,60.78517891,217.7594132,25.3284644,Cotton,Decision Tree Classifier
8.29381657,79.34784052,285.5651417,10.6405874,Cotton,Decision Tree Classifier
32.1551867,67.30122967,221.4438853,13.88599537,Cotton,Decision Tree Classifier
35.06957593,67.35140732,207.9629334,34.33128825,Cotton,Decision Tree Classifier
32.87706557,42.66700815,78.52295165,24.51075865,Cotton,Decision Tree Classifier
25.85723197,59.92998314,277.4306059,14.38045644,Cotton,Decision Tree Classifier
22.09036011,53.53668662,53.86316124,23.95727689,Pulses,Random Forest Classifier
43.85001423,89.96675614,271.4689834,17.59447249,Rice,Random Forest Classifier
28.35868033,55.41775353,93.798763,16.70774383,Cotton,Decision Tree Classifier
26.56318449,84.22482674,39.04907816,38.73175829,Millets,Random Forest Classifier
6.153892961,73.81168675,248.0049082,20.86073581,Cotton,Decision Tree Classifier
20.35615224,57.04582046,0.74863608,11.39293314,Cotton,Decision Tree Classifier
22.10880285,67.17671892,249.6264953,39.10980018,Cotton,Decision Tree Classifier
22.94702514,82.026794,78.69355261,33.84518724,Cotton,Decision Tree Classifier
31.10775662,84.1684149,265.4163818,17.6323992,Cotton,Decision Tree Classifier
29.0121146,48.01969375,207.4437547,22.26675504,Cotton,Decision Tree Classifier
32.35572918,56.97865706,199.8549999,35.86868724,Cotton,Decision Tree Classifier
39.41974677,56.76115901,109.5958689,20.72240558,Cotton,Decision Tree Classifier
41.58435824,42.1022398,17.82089217,27.02212126,Cotton,Decision Tree Classifier
37.31553843,69.91188799,249.0219295,26.04570609,Wheat,Random Forest Classifier
47.99856632,82.74100265,51.27113855,22.03883646,Maize,Random Forest Classifier
5.82046622,59.07871939,111.6775926,29.18505705,Cotton,Decision Tree Classifier
13.81000936,77.00179725,180.1064057,24.19872212,Cotton,Decision Tree Classifier
5.340329374,71.38502068,144.6761216,10.63691475,Cotton,Decision Tree Classifier
34.13636214,58.78243677,59.59819055,34.43149323,Maize,Random Forest Classifier
45.4113747,47.05298997,42.18490706,13.39467348,Cotton,Decision Tree Classifier
15.95670335,75.46619264,36.97388168,23.92269793,Pulses,Random Forest Classifier
46.71655452,82.72825845,258.9023644,27.39702373,Rice,Random Forest Classifier
7.712032563,74.29272462,9.467864718,31.16518163,Cotton,Decision Tree Classifier
47.04962121,40.8939242,293.1042779,22.32389606,Cotton,Decision Tree Classifier
20.82302093,50.81164472,59.55860712,32.06645461,Cotton,Decision Tree Classifier
9.56393728,43.47399924,33.09668906,13.94050254,Cotton,Decision Tree Classifier
26.86422916,68.51930498,173.0914964,29.60336645,Cotton,Decision Tree Classifier
16.55494555,77.82388394,23.99578738,34.79016783,Cotton,Decision Tree Classifier
17.81928059,45.52895935,180.7359789,36.68331919,Cotton,Decision Tree Classifier
18.82804842,81.91689103,255.1879934,27.38699488,Cotton,Decision Tree Classifier
41.1361654,67.77544892,14.36940644,19.38685594,Pulses,Random Forest Classifier
29.26225745,74.49845061,239.9605814,14.90069535,Cotton,Decision Tree Classifier
19.00884646,88.57009243,118.3432323,20.36676259,Cotton,Decision Tree Classifier
32.46502025,44.18404941,47.84719015,26.19923119,Cotton,Decision Tree Classifier
37.22678034,85.06120115,52.82894408,15.88990672,Cotton,Decision Tree Classifier
17.26808003,46.3051348,275.6293631,38.57544717,Cotton,Decision Tree Classifier
23.60970957,59.64794033,33.18172558,36.91406287,Millets,Random Forest Classifier
10.4848742,82.57193482,260.0348361,10.98871585,Cotton,Decision Tree Classifier
13.15172073,85.31271184,163.2733863,26.85885395,Cotton,Decision Tree Classifier
35.65030343,65.31858368,11.71685364,33.67926371,Maize,Random Forest Classifier
13.16472565,69.70523191,139.3428437,17.3617588,Cotton,Decision Tree Classifier
28.63235227,75.40736673,245.2348543,25.71688697,Cotton,Decision Tree Classifier
36.90708178,81.63793342,217.8608363,22.17975647,Wheat,Random Forest Classifier
9.809461539,46.07555848,146.6347253,15.89638793,Cotton,Decision Tree Classifier
30.52904988,80.50346541,258.0149639,28.44212152,Wheat,Random Forest Classifier
16.54532527,64.06380753,36.10942853,39.81076526,Cotton,Decision Tree Classifier
48.33170939,62.53117126,272.982316,20.95861781,Wheat,Random Forest Classifier
26.7595541,61.1949876,253.9323625,26.57137025,Cotton,Decision Tree Classifier
41.26966474,65.46057926,212.4830477,19.83564045,Wheat,Random Forest Classifier
29.7601944,87.25252767,245.3663226,36.3084585,Cotton,Decision Tree Classifier
6.953563978,67.41018864,163.1446521,35.93808101,Cotton,Decision Tree Classifier
33.4918119,87.65887691,202.5487287,15.36320164,Cotton,Decision Tree Classifier
47.8131504,49.01450653,168.1794212,36.99846623,Cotton,Decision Tree Classifier
32.07253191,76.20679894,106.6285592,14.54526133,Cotton,Decision Tree Classifier
41.86349867,80.61197693,170.6582392,12.86319879,Cotton,Decision Tree Classifier
44.78929085,73.95644157,77.23959976,29.58803847,Maize,Random Forest Classifier
15.26358974,70.34611401,132.0837513,21.57712318,Cotton,Decision Tree Classifier
14.5420178,68.24063905,84.23262218,25.9222178,Pulses,Random Forest Classifier
32.4941445,83.04652413,36.86633684,29.57712346,Maize,Random Forest Classifier
23.49628114,81.08232986,96.55855692,11.58511713,Cotton,Decision Tree Classifier
42.79375863,46.11443606,255.5961655,18.78859513,Cotton,Decision Tree Classifier
45.50104055,82.42938285,114.3242312,23.82718935,Wheat,Random Forest Classifier
20.90396207,60.70343097,224.4010947,17.99762229,Cotton,Decision Tree Classifier
15.65917515,52.6848415,52.55935627,11.46914153,Cotton,Decision Tree Classifier
40.12364819,83.4884284,127.3257478,12.6002972,Cotton,Decision Tree Classifier
17.3662716,61.60123998,34.4568208,34.05243606,Cotton,Decision Tree Classifier
42.01764433,80.41823451,41.58631901,37.34160278,Millets,Random Forest Classifier
24.06822141,53.1701806,185.230914,14.56699907,Cotton,Decision Tree Classifier
35.03974547,40.19646607,182.2445452,17.47785872,Cotton,Decision Tree Classifier
9.299089123,64.77295965,64.01157221,29.56748214,Cotton,Decision Tree Classifier
33.07366961,45.01141283,142.3269583,38.62815328,Cotton,Decision Tree Classifier
25.32954554,77.71879778,258.9918501,18.98769127,Cotton,Decision Tree Classifier
31.39738084,53.8037568,52.2604526,35.65640879,Cotton,Decision Tree Classifier
12.56063935,62.18228233,5.763159922,25.18073933,Pulses,Random Forest Classifier
38.15931852,44.35167825,195.5985422,38.69675917,Cotton,Decision Tree Classifier
43.82586849,54.33296242,16.04946243,14.08775987,Cotton,Decision Tree Classifier
14.753291,79.07451216,293.9820716,39.21017195,Cotton,Decision Tree Classifier
9.307154998,47.5793956,182.8860851,23.22935883,Cotton,Decision Tree Classifier
6.063736372,72.35797806,141.1189059,38.58815171,Cotton,Decision Tree Classifier
33.88871752,85.87129264,128.997762,23.76070651,Wheat,Random Forest Classifier
32.31923162,73.99183799,171.9211976,25.90246402,Wheat,Random Forest Classifier
29.60138357,80.55108446,27.18733102,34.14325029,Maize,Random Forest Classifier
15.43761933,45.44858147,279.0057176,31.67885502,Cotton,Decision Tree Classifier
22.59076982,52.5365913,187.6926206,28.58809961,Cotton,Decision Tree Classifier
31.75143508,84.72694261,55.19354928,22.50940071,Maize,Random Forest Classifier
27.35450865,75.75528068,168.7743161,33.77315102,Cotton,Decision Tree Classifier
49.45034841,71.97769132,39.97695175,38.44685,Millets,Random Forest Classifier
11.13978887,73.18833681,5.265815267,10.29432691,Cotton,Decision Tree Classifier
36.28150493,60.71002772,189.1550956,27.63535289,Wheat,Random Forest Classifier
23.19434456,42.22783158,194.5450026,35.97942787,Cotton,Decision Tree Classifier
24.26898267,79.2220771,175.1089748,29.59337612,Cotton,Decision Tree Classifier
37.29189945,73.93566181,55.04496131,34.02487774,Maize,Random Forest Classifier
36.15962681,63.64022321,181.0289575,36.85183312,Cotton,Decision Tree Classifier
49.60651972,84.98798077,16.95328228,32.52853048,Maize,Random Forest Classifier
10.77774303,56.80798325,182.7715067,31.51052204,Cotton,Decision Tree Classifier
9.684934222,54.71608721,166.2051057,38.94237674,Cotton,Decision Tree Classifier
37.59524677,83.63981625,196.5764493,35.91053974,Cotton,Decision Tree Classifier
31.02741127,79.84938274,268.6426817,34.46133609,Cotton,Decision Tree Classifier
17.33723,65.74899053,255.1074316,12.59210081,Cotton,Decision Tree Classifier
8.573871605,46.53673697,294.1962575,17.17089649,Cotton,Decision Tree Classifier
8.854621232,50.75357357,292.8723099,26.70268073,Cotton,Decision Tree Classifier
45.23858936,72.81139952,231.695908,31.28680315,Wheat,Random Forest Classifier
13.63402961,59.25206189,286.9258867,19.0964468,Cotton,Decision Tree Classifier
19.5517203,81.82365958,260.1851658,12.79984339,Cotton,Decision Tree Classifier
15.1995381,87.49775047,218.274735,19.3329756,Cotton,Decision Tree Classifier
20.97483376,80.28184626,22.61527639,33.13087542,Millets,Random Forest Classifier
8.124072924,58.87727115,14.71496648,36.32203088,Cotton,Decision Tree Classifier
28.35769059,79.43432146,251.2798703,37.38710945,Cotton,Decision Tree Classifier
8.042565362,57.57208367,146.8967574,21.36600037,Cotton,Decision Tree Classifier
41.01604285,48.35500439,244.3820053,21.17615725,Cotton,Decision Tree Classifier
15.51704369,41.66966024,93.8754812,22.20122413,Cotton,Decision Tree Classifier
29.30053616,59.28583564,119.2949575,21.27428408,Cotton,Decision Tree Classifier
44.60355894,85.17796518,210.0560163,29.98589823,Rice,Random Forest Classifier
34.28948161,51.94932939,274.5980211,20.74969786,Cotton,Decision Tree Classifier
28.98310039,50.32565825,26.32844234,10.6103181,Cotton,Decision Tree Classifier
19.59501889,88.49103926,258.4434434,23.17073802,Cotton,Decision Tree Classifier
19.98508609,41.25020564,237.9038175,16.72456199,Cotton,Decision Tree Classifier
35.12691298,79.28910752,94.66178122,10.86421413,Cotton,Decision Tree Classifier
49.73627125,56.06849779,106.5649842,24.12528855,Cotton,Decision Tree Classifier
34.78276354,41.87439784,13.93844317,16.17863678,Cotton,Decision Tree Classifier
30.10025378,85.89012701,4.722183335,23.58225445,Maize,Random Forest Classifier
37.87927296,46.98211651,143.1018379,18.3324996,Cotton,Decision Tree Classifier
25.93425255,67.58896419,28.66189365,28.11126611,Maize,Random Forest Classifier
7.706405417,53.70271037,58.20054432,39.72632161,Cotton,Decision Tree Classifier
30.30335671,43.25964011,254.0301599,26.41695762,Cotton,Decision Tree Classifier
48.0931378,42.49612428,171.3085174,29.40687751,Cotton,Decision Tree Classifier
12.88863241,45.77783494,190.0897312,37.57827273,Cotton,Decision Tree Classifier
36.05022009,43.56835069,56.24379925,21.22001253,Cotton,Decision Tree Classifier
14.04201599,78.02790578,248.5985413,14.99645349,Cotton,Decision Tree Classifier
29.1122458,64.27831011,260.3939317,18.48391849,Cotton,Decision Tree Classifier
9.350440234,57.14460457,156.9982781,22.08384822,Cotton,Decision Tree Classifier
25.26669213,60.91844551,273.7673316,29.35053044,Cotton,Decision Tree Classifier
39.0273498,86.44733678,253.4485875,10.13764088,Cotton,Decision Tree Classifier
20.64071859,85.53759064,219.397253,35.60149644,Cotton,Decision Tree Classifier
34.9210276,75.78382401,220.2227747,12.28281919,Cotton,Decision Tree Classifier
40.79524824,84.23411887,31.61804219,37.01965447,Millets,Random Forest Classifier
46.72300188,55.98240138,81.25081131,38.48303564,Cotton,Decision Tree Classifier
15.55889368,59.0554663,20.05416595,39.70308382,Cotton,Decision Tree Classifier
22.96921621,70.68560909,2.604362768,34.28530553,Millets,Random Forest Classifier
11.8587206,71.18129736,47.49285942,14.25566578,Cotton,Decision Tree Classifier
49.6617576,64.0849919,264.1461548,31.1850113,Wheat,Random Forest Classifier
46.71504356,60.03289242,71.96221771,16.09963872,Cotton,Decision Tree Classifier
29.29807086,89.30901558,291.0461888,36.91383507,Cotton,Decision Tree Classifier
42.89149825,81.05618131,179.1872999,19.49817777,Rice,Random Forest Classifier
28.44310898,61.74900989,71.17754629,19.80387931,Pulses,Random Forest Classifier
33.06135596,76.36462386,149.139241,37.52959888,Cotton,Decision Tree Classifier
9.010599445,53.47808466,65.72844681,10.39693212,Cotton,Decision Tree Classifier
38.98716892,45.00846631,295.1920675,15.81898454,Cotton,Decision Tree Classifier
10.74710676,57.62155128,254.1794952,22.657968,Cotton,Decision Tree Classifier
42.17304336,60.14864001,7.871636635,31.02164702,Maize,Random Forest Classifier
40.19126395,40.82685623,284.3328094,29.42698498,Cotton,Decision Tree Classifier
36.8935114,80.73960008,216.3195322,30.08235626,Wheat,Random Forest Classifier
6.627217124,57.95967012,24.71437561,36.40066085,Cotton,Decision Tree Classifier
18.64077602,69.02090829,201.1913239,13.63091237,Cotton,Decision Tree Classifier
16.84006565,43.69815936,194.0780094,25.66485089,Cotton,Decision Tree Classifier
21.20613834,48.74984144,65.63662374,31.76433067,Cotton,Decision Tree Classifier
8.943923604,84.48468627,227.53401,29.08355329,Cotton,Decision Tree Classifier
47.16310204,70.43437639,26.11941099,23.4494236,Maize,Random Forest Classifier
29.92110083,87.51420251,146.8335544,10.51343758,Cotton,Decision Tree Classifier
18.74859398,89.93750172,2.976962149,11.81356797,Cotton,Decision Tree Classifier
22.86416827,58.59300577,290.6212467,13.56823981,Cotton,Decision Tree Classifier
25.12411432,54.9401532,225.4690895,20.29683259,Cotton,Decision Tree Classifier
32.026745,82.91780276,47.65562285,13.52960358,Cotton,Decision Tree Classifier
28.20557425,89.93057135,102.502212,22.78246939,Cotton,Decision Tree Classifier
46.37263879,71.48206171,48.16871334,15.35925972,Cotton,Decision Tree Classifier
27.36335673,79.75703613,229.9852392,33.37498593,Cotton,Decision Tree Classifier
49.64711067,79.08729294,17.66889763,36.1446285,Millets,Random Forest Classifier
43.3141231,57.76698541,252.1219967,21.68942524,Cotton,Decision Tree Classifier
14.38297315,68.71351901,282.6589017,25.33995296,Cotton,Decision Tree Classifier
46.87678466,81.65284706,202.9883828,38.60488725,Cotton,Decision Tree Classifier
10.2364879,74.40569381,63.889635,26.06523266,Pulses,Random Forest Classifier
41.78523688,41.0581907,108.0270287,39.85219648,Cotton,Decision Tree Classifier
22.12804821,56.83528344,143.1719624,14.26392981,Cotton,Decision Tree Classifier
44.50884442,47.22378483,181.3874317,35.86679262,Cotton,Decision Tree Classifier
44.06255105,51.6486106,200.5989269,24.91609008,Cotton,Decision Tree Classifier
41.26664301,85.27447387,166.2644146,10.68142334,Cotton,Decision Tree Classifier
40.55136963,41.84466445,105.3941762,39.16668824,Cotton,Decision Tree Classifier
18.71056126,50.9900356,267.2751842,38.95143699,Cotton,Decision Tree Classifier
8.641367737,55.47846761,24.41761741,21.49812521,Cotton,Decision Tree Classifier
23.13410804,70.8442036,139.8768163,38.62426213,Cotton,Decision Tree Classifier
12.80860317,66.7050845,232.6694515,14.23028927,Cotton,Decision Tree Classifier
36.272799,50.91347414,18.26179959,30.40330423,Maize,Random Forest Classifier
20.57448769,48.21205336,211.600565,15.75786961,Cotton,Decision Tree Classifier
48.90245904,51.83990173,245.9134868,17.39941709,Cotton,Decision Tree Classifier
33.84374348,65.12648134,198.2493896,33.38012312,Cotton,Decision Tree Classifier
42.01162536,53.55888929,3.881067683,21.32074254,Pulses,Random Forest Classifier
10.96361027,87.38012508,54.04110814,10.21382508,Cotton,Decision Tree Classifier
43.7906517,63.19326107,102.6339237,22.42715273,Wheat,Random Forest Classifier
46.52407357,42.93980083,70.10701069,16.84207962,Cotton,Decision Tree Classifier
26.91778635,76.46332029,288.7956421,30.49989741,Cotton,Decision Tree Classifier
32.2813822,56.44226441,195.4781742,15.8334609,Cotton,Decision Tree Classifier
39.41644104,72.6744466,89.09128721,35.26760585,Cotton,Decision Tree Classifier
12.86773823,53.97971853,278.9092496,18.01279036,Cotton,Decision Tree Classifier
27.61547344,68.53718709,222.1782598,21.79084775,Cotton,Decision Tree Classifier
22.93983625,78.60762524,85.38216355,18.94110582,Pulses,Random Forest Classifier
11.58682965,86.40043709,113.6644708,29.31770043,Cotton,Decision Tree Classifier
21.539049,53.05635722,59.82865749,13.03490624,Cotton,Decision Tree Classifier
8.067753922,56.74284755,291.3221995,24.34298118,Cotton,Decision Tree Classifier
6.161535813,63.21332101,155.1889488,20.03364446,Cotton,Decision Tree Classifier
11.08248301,86.35874189,268.8170062,36.5241389,Cotton,Decision Tree Classifier
48.34018002,85.06934284,103.9499313,12.20236281,Cotton,Decision Tree Classifier
29.72882912,44.49391401,258.2524809,34.89085195,Cotton,Decision Tree Classifier
48.46199725,46.59649129,16.16605453,15.0304143,Cotton,Decision Tree Classifier
24.46240452,64.77545887,294.6270953,12.6573298,Cotton,Decision Tree Classifier
19.03172599,45.33096364,273.6103101,16.06968574,Cotton,Decision Tree Classifier
27.77638383,57.27904367,108.9608834,13.07958946,Cotton,Decision Tree Classifier
24.77802599,47.41926891,232.4166496,25.62951845,Cotton,Decision Tree Classifier
9.754910792,71.80201776,225.6773779,39.64644859,Cotton,Decision Tree Classifier
33.83718416,87.47477159,270.3764391,11.02982056,Cotton,Decision Tree Classifier
14.72171821,89.83668851,92.17649434,23.83385048,Pulses,Random Forest Classifier
32.88145797,58.76205662,139.6560016,21.58210987,Cotton,Decision Tree Classifier
34.25904916,69.95063186,259.4998838,20.18819243,Wheat,Random Forest Classifier
11.84111839,82.81338268,233.5738362,19.95590831,Cotton,Decision Tree Classifier
7.76073322,45.87310364,118.0400156,36.8503827,Cotton,Decision Tree Classifier
40.13427137,74.47822055,253.7175699,10.56928451,Cotton,Decision Tree Classifier
25.69101907,60.44218309,14.08621177,33.24749162,Maize,Random Forest Classifier
7.617370798,50.30730801,234.6138909,17.58799536,Cotton,Decision Tree Classifier
49.76898427,60.13768094,62.02975783,21.49886532,Pulses,Random Forest Classifier
7.600125245,43.79801435,85.83627235,22.60449739,Cotton,Decision Tree Classifier
36.2765853,74.77035743,147.9644531,19.14195262,Wheat,Random Forest Classifier
49.26555164,52.63713344,134.9203503,12.80676586,Cotton,Decision Tree Classifier
15.76310469,55.57028225,156.1710321,13.42992546,Cotton,Decision Tree Classifier
11.40122159,46.05406491,163.4326787,18.94393372,Cotton,Decision Tree Classifier
10.46232227,83.23295569,99.45830731,34.65427159,Cotton,Decision Tree Classifier
18.64738164,64.67221396,52.56825391,14.03882958,Cotton,Decision Tree Classifier
9.547061495,68.60734389,230.5443688,32.27919499,Cotton,Decision Tree Classifier
36.14726038,68.47163415,119.9928447,18.66609188,Wheat,Random Forest Classifier
7.803130916,60.52465573,151.7522587,36.50394805,Cotton,Decision Tree Classifier
27.92399577,49.62649577,193.4090155,22.84985426,Cotton,Decision Tree Classifier
49.85135842,77.25663742,272.8913767,15.1516994,Rice,Random Forest Classifier
41.62866213,46.35281327,212.2658493,39.5753335,Cotton,Decision Tree Classifier
32.68487472,45.19368951,13.63776768,15.29903558,Cotton,Decision Tree Classifier
18.78141294,75.50725188,251.568109,27.02859464,Cotton,Decision Tree Classifier
33.07531263,50.44185102,296.8065045,27.07859434,Cotton,Decision Tree Classifier
28.71686588,55.33863757,141.7455076,21.18440354,Cotton,Decision Tree Classifier
24.17375228,63.76137335,290.8771009,38.54465778,Cotton,Decision Tree Classifier
10.88196695,62.46756584,164.1986227,35.31623687,Cotton,Decision Tree Classifier
44.89718969,75.42895625,137.8847988,34.89458683,Cotton,Decision Tree Classifier
25.2403092,71.17158967,99.42142942,39.22455806,Cotton,Decision Tree Classifier
13.75801303,72.21980811,197.2664628,23.71328015,Cotton,Decision Tree Classifier
21.54917079,75.70271653,68.94612616,12.91557327,Cotton,Decision Tree Classifier
23.63583886,54.63063637,31.48026555,32.96367776,Millets,Random Forest Classifier
42.2392053,56.11666559,8.171130775,21.42437738,Pulses,Random Forest Classifier
38.01264713,61.89988739,87.71403381,15.71035455,Cotton,Decision Tree Classifier
39.61872021,55.37310865,118.7312497,24.4974203,Cotton,Decision Tree Classifier
5.496406899,89.24689345,165.6230089,37.77156821,Cotton,Decision Tree Classifier
23.72692992,80.70259632,87.82494756,15.14071057,Cotton,Decision Tree Classifier
26.66048682,48.23273441,295.2178717,35.46096446,Cotton,Decision Tree Classifier
5.863652457,40.27970779,87.52355047,22.54614825,Cotton,Decision Tree Classifier
16.69159439,42.13916341,132.2926165,14.10405942,Cotton,Decision Tree Classifier
39.21304204,52.20317255,30.98284966,35.45146912,Millets,Random Forest Classifier
11.16993676,45.71456429,78.187954,39.08861024,Cotton,Decision Tree Classifier
29.08895592,66.66690574,14.49964194,18.73812148,Pulses,Random Forest Classifier
14.68408424,82.89976114,167.85259,19.1060863,Cotton,Decision Tree Classifier
5.545434859,76.83751105,225.3194049,21.71637949,Cotton,Decision Tree Classifier
15.85406559,50.78045315,58.7129443,34.42391093,Cotton,Decision Tree Classifier
48.91431897,59.9649628,110.3732813,10.3125159,Cotton,Decision Tree Classifier
41.06917003,65.39471048,4.984868018,16.71869655,Cotton,Decision Tree Classifier
48.18094899,80.51029248,251.8566167,31.17699433,Wheat,Random Forest Classifier
26.95343198,81.95608016,233.9890575,22.16918351,Cotton,Decision Tree Classifier
9.93812894,85.4859156,18.97620926,19.90886869,Cotton,Decision Tree Classifier
29.658177,65.46226253,109.4602828,36.16848667,Cotton,Decision Tree Classifier
25.44698006,74.71373732,286.5859842,37.5200176,Cotton,Decision Tree Classifier
42.99606872,45.59001856,117.6081168,38.43958657,Cotton,Decision Tree Classifier
9.413716135,68.264448,157.862603,18.17651598,Cotton,Decision Tree Classifier
26.97085117,52.43459047,106.5728583,37.37537829,Cotton,Decision Tree Classifier
11.75218991,61.58584425,178.8394164,32.10896664,Cotton,Decision Tree Classifier
19.61041671,71.70252542,293.4470627,14.62644245,Cotton,Decision Tree Classifier
38.18106848,52.84929689,299.250751,28.30810085,Cotton,Decision Tree Classifier
26.42081582,42.60925289,232.4144934,10.79004458,Cotton,Decision Tree Classifier
21.91497283,40.51169282,121.2933294,31.25134467,Cotton,Decision Tree Classifier
22.75143254,41.10797678,148.3296602,32.00702568,Cotton,Decision Tree Classifier
25.67510458,40.41748688,107.0193984,33.68015526,Cotton,Decision Tree Classifier
40.32574447,45.51775283,295.672389,15.17575162,Cotton,Decision Tree Classifier
45.143811,51.97443573,212.3280917,28.84749823,Cotton,Decision Tree Classifier
47.99006089,51.06107571,134.6794336,15.36570054,Cotton,Decision Tree Classifier
40.41065238,89.33982971,3.634581033,38.3995025,Millets,Random Forest Classifier
19.19331031,55.30030526,156.1450243,30.25032078,Cotton,Decision Tree Classifier
35.96606177,46.37103917,295.1784605,12.85977544,Cotton,Decision Tree Classifier
24.69214058,67.27812721,156.9182727,15.6109669,Cotton,Decision Tree Classifier
16.46017799,82.89787277,54.72800565,29.90380294,Pulses,Random Forest Classifier
42.83922107,73.90301884,6.628124131,24.30011488,Maize,Random Forest Classifier
6.729185703,54.80410446,106.4111274,32.08892999,Cotton,Decision Tree Classifier
