SoilMoisture,Humidity,RainDrop,Temperature,N,P,K,pH,RecommendedCrop
0.0,0.0,0.0,29.4,108.0,68.0,57.0,7.2,Cotton
0.0,0.0,0.0,29.4,73.0,50.0,71.0,7.3,Cotton
0.0,0.0,0.0,29.4,113.0,73.0,79.0,6.9,Cotton
0.0,0.0,0.0,29.4,111.0,56.0,71.0,7.2,Cotton
0.0,0.0,0.0,29.4,76.0,52.0,56.0,7.3,Cotton
0.0,0.0,0.0,29.4,84.0,68.0,82.0,6.8,Cotton
0.0,0.0,0.0,29.4,106.0,40.0,54.0,6.9,Cotton
0.0,0.0,0.0,29.4,110.0,72.0,87.0,7.1,Cotton
0.0,0.0,0.0,29.4,108.0,63.0,56.0,7.0,Cotton
0.0,0.0,0.0,29.4,119.0,43.0,50.0,7.2,Cotton
0.0,0.0,0.0,29.4,119.0,72.0,93.0,7.2,Cotton
0.0,0.0,0.0,29.4,105.0,59.0,89.0,7.1,Cotton
0.0,0.0,0.0,29.4,106.0,58.0,60.0,6.8,Cotton
0.0,0.0,0.0,29.4,103.0,66.0,57.0,6.9,Cotton
0.0,0.0,0.0,29.4,98.0,61.0,86.0,7.3,Cotton
0.0,0.0,0.0,29.4,113.0,72.0,61.0,6.9,Cotton
0.0,0.0,0.0,29.4,99.0,69.0,96.0,7.3,Cotton
0.0,0.0,0.0,29.4,80.0,73.0,59.0,7.3,Cotton
0.0,0.0,0.0,29.4,81.0,76.0,71.0,7.3,Cotton
0.0,0.0,0.0,29.4,119.0,63.0,61.0,6.9,Cotton
0.0,0.0,0.0,29.4,115.0,64.0,86.0,7.2,Cotton
0.0,0.0,0.0,29.4,74.0,69.0,68.0,7.0,Cotton
0.0,0.0,0.0,29.4,98.0,61.0,98.0,7.0,Cotton
0.0,0.0,0.0,29.4,112.0,46.0,95.0,7.0,Cotton
0.0,0.0,0.0,29.4,106.0,55.0,62.0,6.9,Cotton
0.0,0.0,0.0,29.4,82.0,47.0,90.0,7.0,Cotton
0.0,0.0,0.0,29.4,86.0,47.0,97.0,7.0,Cotton
0.0,0.0,0.0,29.4,73.0,65.0,90.0,6.9,Cotton
0.0,0.0,0.0,29.4,85.0,77.0,58.0,6.9,Cotton
0.0,0.0,0.0,29.4,89.0,42.0,72.0,7.4,Cotton
0.0,0.0,0.0,29.4,106.0,59.0,92.0,7.1,Cotton
0.0,0.0,0.0,29.4,100.0,58.0,68.0,7.2,Cotton
0.0,0.0,0.0,29.4,81.0,45.0,94.0,6.9,Cotton
0.0,0.0,0.0,29.4,109.0,54.0,84.0,6.9,Cotton
0.0,0.0,0.0,29.4,75.0,68.0,61.0,7.3,Cotton
0.0,0.0,0.0,29.4,90.0,47.0,85.0,7.1,Cotton
0.0,0.0,0.0,29.4,105.0,69.0,75.0,7.1,Cotton
0.0,0.0,0.0,29.4,96.0,78.0,94.0,7.4,Cotton
0.0,0.0,0.0,29.4,72.0,42.0,54.0,7.2,Cotton
0.0,0.0,0.0,29.4,88.0,62.0,99.0,7.0,Cotton
0.0,0.0,0.0,29.4,98.0,51.0,95.0,7.3,Cotton
0.0,0.0,0.0,29.4,108.0,49.0,96.0,7.1,Cotton
0.0,0.0,0.0,29.4,113.0,75.0,98.0,7.1,Cotton
0.0,0.0,0.0,29.4,91.0,48.0,78.0,7.4,Cotton
0.0,0.0,0.0,29.4,94.0,71.0,55.0,7.2,Cotton
0.0,0.0,0.0,29.4,81.0,70.0,73.0,7.3,Cotton
0.0,0.0,0.0,29.4,72.0,46.0,93.0,7.2,Cotton
0.0,0.0,0.0,29.4,104.0,59.0,89.0,7.3,Cotton
0.0,0.0,0.0,29.4,109.0,67.0,91.0,7.4,Cotton
0.0,0.0,0.0,29.4,75.0,50.0,73.0,6.9,Cotton
0.0,0.0,0.0,29.4,101.0,50.0,67.0,7.3,Cotton
0.0,0.0,0.0,29.4,74.0,74.0,91.0,7.1,Cotton
0.0,0.0,0.0,29.4,90.0,52.0,69.0,7.5,Cotton
0.0,0.0,0.0,29.4,73.0,66.0,67.0,6.8,Cotton
0.0,0.0,0.0,29.4,108.0,61.0,55.0,6.9,Cotton
0.0,0.0,0.0,29.4,98.0,44.0,90.0,7.4,Cotton
0.0,0.0,0.0,29.4,87.0,61.0,53.0,7.1,Cotton
0.0,0.0,0.0,29.4,104.0,69.0,51.0,7.3,Cotton
0.0,0.0,0.0,29.4,77.0,55.0,99.0,7.1,Cotton
0.0,0.0,0.0,29.4,114.0,68.0,55.0,6.9,Cotton
0.0,0.0,0.0,29.4,80.0,79.0,78.0,7.5,Cotton
0.0,0.0,0.0,29.4,107.0,67.0,53.0,7.2,Cotton
0.0,0.0,0.0,29.4,71.0,73.0,95.0,6.9,Cotton
0.0,0.0,0.0,29.4,91.0,79.0,73.0,6.9,Cotton
0.0,0.0,0.0,29.4,84.0,62.0,81.0,7.4,Cotton
0.0,0.0,0.0,29.4,111.0,74.0,83.0,6.9,Cotton
0.0,0.0,0.0,29.4,107.0,56.0,83.0,7.3,Cotton
0.0,0.0,0.0,29.4,119.0,68.0,85.0,7.4,Cotton
0.0,0.0,0.0,29.4,100.0,61.0,85.0,7.5,Cotton
0.0,0.0,0.0,29.4,78.0,51.0,92.0,7.1,Cotton
0.0,0.0,0.0,29.4,72.0,54.0,97.0,6.9,Cotton
0.0,0.0,0.0,29.4,88.0,70.0,54.0,7.3,Cotton
0.0,0.0,0.0,29.4,95.0,77.0,78.0,6.9,Cotton
0.0,0.0,0.0,29.4,73.0,55.0,53.0,7.4,Cotton
0.0,0.0,0.0,29.4,77.0,61.0,94.0,7.0,Cotton
0.0,0.0,0.0,29.4,77.0,69.0,78.0,6.9,Cotton
0.0,0.0,0.0,29.4,115.0,49.0,78.0,7.3,Cotton
0.0,0.0,0.0,29.4,97.0,77.0,71.0,7.2,Cotton
0.0,0.0,0.0,29.4,73.0,75.0,89.0,6.8,Cotton
0.0,0.0,0.0,29.4,72.0,73.0,95.0,7.1,Cotton
0.0,0.0,0.0,29.4,91.0,63.0,57.0,7.4,Cotton
0.0,0.0,0.0,29.4,72.0,42.0,59.0,7.2,Cotton
0.0,0.0,0.0,29.4,107.0,57.0,52.0,7.5,Cotton
0.0,0.0,0.0,29.4,107.0,73.0,60.0,6.8,Cotton
0.0,0.0,0.0,29.4,95.0,61.0,51.0,7.4,Cotton
0.0,0.0,0.0,29.4,109.0,71.0,59.0,7.5,Cotton
0.0,0.0,0.0,29.4,81.0,47.0,69.0,7.3,Cotton
0.0,0.0,0.0,29.4,115.0,60.0,74.0,7.4,Cotton
0.0,0.0,0.0,29.4,85.0,51.0,62.0,7.1,Cotton
0.0,0.0,0.0,29.4,115.0,49.0,86.0,7.4,Cotton
0.0,0.0,0.0,29.4,71.0,77.0,62.0,7.3,Cotton
0.0,0.0,0.0,29.4,116.0,60.0,60.0,7.2,Cotton
0.0,0.0,0.0,29.4,77.0,73.0,86.0,7.1,Cotton
0.0,0.0,0.0,29.4,99.0,67.0,64.0,7.3,Cotton
0.0,0.0,0.0,29.4,95.0,45.0,87.0,7.4,Cotton
0.0,0.0,0.0,29.4,96.0,45.0,87.0,7.0,Cotton
0.0,0.0,0.0,29.4,99.0,48.0,87.0,7.1,Cotton
0.0,0.0,0.0,29.4,97.0,75.0,60.0,7.3,Cotton
0.0,0.0,0.0,29.4,102.0,45.0,82.0,7.5,Cotton
0.0,0.0,0.0,29.4,109.0,73.0,66.0,6.9,Cotton
0.0,0.0,0.0,29.4,119.0,73.0,68.0,7.0,Cotton
0.0,0.0,0.0,29.4,91.0,55.0,78.0,7.0,Cotton
0.0,0.0,0.0,29.4,79.0,65.0,65.0,6.9,Cotton
0.0,0.0,0.0,29.4,107.0,50.0,88.0,7.4,Cotton
0.0,0.0,0.0,29.4,107.0,43.0,57.0,7.0,Cotton
0.0,0.0,0.0,29.4,111.0,69.0,88.0,7.4,Cotton
0.0,0.0,0.0,29.4,83.0,67.0,56.0,7.3,Cotton
0.0,0.0,0.0,29.4,77.0,46.0,75.0,7.5,Cotton
0.0,0.0,0.0,29.4,118.0,50.0,59.0,7.2,Cotton
0.0,0.0,0.0,29.4,90.0,78.0,83.0,7.4,Cotton
0.0,0.0,0.0,29.4,104.0,41.0,53.0,7.2,Cotton
0.0,0.0,0.0,29.4,77.0,52.0,99.0,7.0,Cotton
0.0,0.0,0.0,29.4,70.0,72.0,75.0,7.3,Cotton
0.0,0.0,0.0,29.4,74.0,47.0,64.0,7.2,Cotton
0.0,0.0,0.0,29.4,113.0,64.0,53.0,7.3,Cotton
0.0,0.0,0.0,29.4,119.0,44.0,56.0,7.0,Cotton
0.0,0.0,0.0,29.4,117.0,76.0,66.0,6.9,Cotton
0.0,0.0,0.0,29.4,101.0,52.0,89.0,7.3,Cotton
0.0,0.0,0.0,29.4,109.0,65.0,61.0,7.1,Cotton
0.0,0.0,0.0,29.4,100.0,51.0,99.0,7.2,Cotton
0.0,0.0,0.0,29.4,113.0,71.0,54.0,7.1,Cotton
0.0,0.0,0.0,29.4,110.0,40.0,85.0,7.4,Cotton
0.0,0.0,0.0,29.4,86.0,52.0,66.0,7.2,Cotton
0.0,0.0,0.0,29.4,81.0,61.0,70.0,7.2,Cotton
0.0,0.0,0.0,29.4,93.0,79.0,93.0,7.1,Cotton
0.0,0.0,0.0,29.4,94.0,64.0,63.0,7.4,Cotton
0.0,0.0,0.0,29.4,117.0,44.0,86.0,7.3,Cotton
0.0,0.0,0.0,29.4,75.0,78.0,86.0,7.3,Cotton
0.0,0.0,0.0,29.4,108.0,49.0,62.0,6.8,Cotton
0.0,0.0,0.0,29.4,109.0,79.0,81.0,7.2,Cotton
0.0,0.0,0.0,29.4,83.0,67.0,54.0,7.4,Cotton
0.0,0.0,0.0,29.4,115.0,49.0,91.0,7.4,Cotton
0.0,0.0,0.0,29.4,114.0,70.0,50.0,7.4,Cotton
0.0,0.0,0.0,29.4,87.0,48.0,77.0,7.1,Cotton
0.0,0.0,0.0,29.4,106.0,41.0,51.0,7.2,Cotton
0.0,0.0,0.0,29.4,112.0,56.0,67.0,7.1,Cotton
0.0,0.0,0.0,29.4,87.0,58.0,96.0,6.8,Cotton
0.0,0.0,0.0,29.4,101.0,50.0,73.0,7.0,Cotton
0.0,0.0,0.0,29.4,95.0,54.0,55.0,7.0,Cotton
0.0,0.0,0.0,29.4,79.0,40.0,84.0,7.4,Cotton
0.0,0.0,0.0,29.4,102.0,52.0,80.0,7.1,Cotton
0.0,0.0,0.0,29.4,83.0,77.0,59.0,6.9,Cotton
0.0,0.0,0.0,29.4,89.0,47.0,83.0,6.9,Cotton
0.0,0.0,0.0,29.4,94.0,56.0,88.0,6.9,Cotton
0.0,0.0,0.0,29.4,117.0,42.0,59.0,6.9,Cotton
0.0,0.0,0.0,29.4,76.0,41.0,62.0,7.4,Cotton
0.0,0.0,0.0,29.4,118.0,56.0,97.0,7.1,Cotton
0.0,0.0,0.0,29.4,109.0,77.0,86.0,6.9,Cotton
0.0,0.0,0.0,29.4,91.0,53.0,84.0,7.5,Cotton
0.0,0.0,0.0,29.4,90.0,71.0,57.0,6.9,Cotton
0.0,0.0,0.0,29.4,102.0,55.0,68.0,7.3,Cotton
0.0,0.0,0.0,29.4,97.0,45.0,65.0,6.9,Cotton
0.0,0.0,0.0,29.4,113.0,65.0,81.0,6.8,Cotton
0.0,0.0,0.0,29.4,82.0,60.0,75.0,7.1,Cotton
0.0,0.0,0.0,29.4,103.0,49.0,89.0,7.2,Cotton
0.0,0.0,0.0,29.4,117.0,65.0,84.0,7.1,Cotton
0.0,0.0,0.0,29.4,115.0,51.0,63.0,7.4,Cotton
0.0,0.0,0.0,29.4,85.0,53.0,50.0,7.2,Cotton
0.0,0.0,0.0,29.4,100.0,44.0,94.0,6.9,Cotton
0.0,0.0,0.0,29.4,119.0,44.0,96.0,7.2,Cotton
0.0,0.0,0.0,29.4,94.0,71.0,75.0,7.3,Cotton
0.0,0.0,0.0,29.4,99.0,40.0,66.0,7.2,Cotton
0.0,0.0,0.0,29.4,111.0,57.0,67.0,7.2,Cotton
0.0,0.0,0.0,29.4,79.0,57.0,58.0,7.3,Cotton
0.0,0.0,0.0,29.4,75.0,51.0,60.0,6.9,Cotton
0.0,0.0,0.0,29.4,110.0,73.0,75.0,7.0,Cotton
0.0,0.0,0.0,29.4,115.0,52.0,97.0,7.1,Cotton
0.0,0.0,0.0,29.4,96.0,50.0,82.0,7.1,Cotton
0.0,0.0,0.0,29.4,113.0,58.0,85.0,7.5,Cotton
0.0,0.0,0.0,29.4,80.0,69.0,92.0,7.1,Cotton
0.0,0.0,0.0,29.4,84.0,71.0,53.0,7.2,Cotton
0.0,0.0,0.0,29.4,74.0,60.0,83.0,7.2,Cotton
0.0,0.0,0.0,29.4,87.0,59.0,74.0,7.2,Cotton
0.0,0.0,0.0,29.4,82.0,59.0,65.0,7.1,Cotton
0.0,0.0,0.0,29.4,80.0,44.0,59.0,7.0,Cotton
0.0,0.0,0.0,29.4,118.0,44.0,86.0,7.0,Cotton
0.0,0.0,0.0,29.4,94.0,48.0,54.0,6.9,Cotton
0.0,0.0,0.0,29.4,88.0,58.0,86.0,6.8,Cotton
0.0,0.0,0.0,29.4,117.0,74.0,65.0,7.0,Cotton
0.0,0.0,0.0,29.4,113.0,66.0,71.0,7.0,Cotton
0.0,0.0,0.0,29.4,80.0,65.0,81.0,7.3,Cotton
0.0,0.0,0.0,29.4,109.0,42.0,82.0,7.1,Cotton
0.0,0.0,0.0,29.4,85.0,46.0,82.0,7.1,Cotton
0.0,0.0,0.0,29.4,105.0,68.0,94.0,7.0,Cotton
0.0,0.0,0.0,29.4,70.0,68.0,83.0,7.4,Cotton
0.0,0.0,0.0,29.4,115.0,58.0,83.0,7.0,Cotton
0.0,0.0,0.0,29.4,108.0,77.0,54.0,6.8,Cotton
0.0,0.0,0.0,29.4,78.0,71.0,97.0,6.9,Cotton
0.0,0.0,0.0,29.4,82.0,65.0,70.0,7.0,Cotton
0.0,0.0,0.0,29.4,82.0,63.0,88.0,6.9,Cotton
0.0,0.0,0.0,29.4,118.0,72.0,70.0,6.8,Cotton
0.0,0.0,0.0,29.4,116.0,76.0,57.0,7.5,Cotton
0.0,0.0,0.0,29.4,107.0,45.0,75.0,7.1,Cotton
0.0,0.0,0.0,29.4,85.0,74.0,85.0,6.9,Cotton
0.0,0.0,0.0,29.4,115.0,48.0,61.0,6.9,Cotton
0.0,0.0,0.0,29.4,97.0,67.0,73.0,7.1,Cotton
0.0,0.0,0.0,29.4,104.0,48.0,51.0,7.5,Cotton
0.0,0.0,0.0,29.4,79.0,50.0,82.0,7.5,Cotton
0.0,0.0,0.0,29.4,101.0,48.0,69.0,7.1,Cotton
0.0,0.0,0.0,29.4,106.0,43.0,77.0,7.4,Cotton
0.0,0.0,0.0,29.4,72.0,66.0,56.0,7.2,Cotton
0.0,0.0,0.0,29.4,72.0,63.0,55.0,7.3,Cotton
0.0,0.0,0.0,29.4,71.0,55.0,96.0,7.4,Cotton
0.0,0.0,0.0,29.4,103.0,64.0,79.0,7.3,Cotton
0.0,0.0,0.0,29.4,98.0,50.0,77.0,7.3,Cotton
0.0,0.0,0.0,29.4,76.0,76.0,88.0,7.3,Cotton
0.0,0.0,0.0,29.4,77.0,64.0,70.0,7.3,Cotton
0.0,0.0,0.0,29.4,106.0,62.0,53.0,7.4,Cotton
0.0,0.0,0.0,29.4,114.0,60.0,66.0,7.3,Cotton
0.0,0.0,0.0,29.4,111.0,63.0,91.0,7.1,Cotton
0.0,0.0,0.0,29.4,81.0,62.0,88.0,7.3,Cotton
0.0,0.0,0.0,29.4,103.0,41.0,87.0,6.8,Cotton
0.0,0.0,0.0,29.4,85.0,51.0,70.0,7.3,Cotton
0.0,0.0,0.0,29.4,97.0,48.0,79.0,6.8,Cotton
0.0,0.0,0.0,29.4,97.0,54.0,63.0,7.1,Cotton
0.0,0.0,0.0,29.4,106.0,69.0,54.0,7.5,Cotton
0.0,0.0,0.0,29.4,87.0,73.0,82.0,7.0,Cotton
0.0,0.0,0.0,29.4,99.0,55.0,69.0,7.1,Cotton
0.0,0.0,0.0,29.4,95.0,73.0,74.0,7.0,Cotton
0.0,0.0,0.0,29.4,83.0,60.0,63.0,6.9,Cotton
0.0,0.0,0.0,29.4,109.0,56.0,50.0,6.9,Cotton
0.0,0.0,0.0,29.4,114.0,60.0,54.0,7.2,Cotton
0.0,0.0,0.0,29.4,83.0,63.0,73.0,7.2,Cotton
0.0,0.0,0.0,29.4,74.0,69.0,64.0,6.9,Cotton
0.0,0.0,0.0,29.4,119.0,45.0,66.0,7.0,Cotton
0.0,0.0,0.0,29.4,95.0,67.0,74.0,6.8,Cotton
0.0,0.0,0.0,29.4,88.0,72.0,93.0,7.4,Cotton
0.0,0.0,0.0,29.4,115.0,52.0,66.0,7.1,Cotton
0.0,0.0,0.0,29.4,115.0,58.0,75.0,7.1,Cotton
0.0,0.0,0.0,29.4,97.0,75.0,72.0,7.4,Cotton
0.0,0.0,0.0,29.4,96.0,69.0,95.0,7.1,Cotton
0.0,0.0,0.0,29.4,72.0,66.0,72.0,7.1,Cotton
0.0,0.0,0.0,29.4,102.0,75.0,69.0,7.2,Cotton
0.0,0.0,0.0,29.4,101.0,55.0,70.0,7.4,Cotton
0.0,0.0,0.0,29.4,102.0,74.0,78.0,7.4,Cotton
0.0,0.0,0.0,29.4,95.0,78.0,84.0,7.0,Cotton
0.0,0.0,0.0,29.4,98.0,62.0,65.0,7.3,Cotton
0.0,0.0,0.0,29.4,99.0,41.0,53.0,7.0,Cotton
0.0,0.0,0.0,29.4,78.0,73.0,94.0,7.5,Cotton
0.0,0.0,0.0,29.4,113.0,72.0,89.0,7.4,Cotton
0.0,0.0,0.0,29.4,92.0,70.0,63.0,7.3,Cotton
0.0,0.0,0.0,29.4,70.0,56.0,57.0,7.3,Cotton
0.0,0.0,0.0,29.4,105.0,45.0,99.0,7.4,Cotton
0.0,0.0,0.0,29.4,89.0,45.0,95.0,6.8,Cotton
0.0,0.0,0.0,29.4,108.0,63.0,99.0,7.3,Cotton
0.0,0.0,0.0,29.4,87.0,57.0,93.0,7.1,Cotton
0.0,0.0,0.0,29.4,115.0,79.0,90.0,7.0,Cotton
0.0,0.0,0.0,29.4,117.0,43.0,53.0,7.5,Cotton
0.0,0.0,0.0,29.4,117.0,52.0,95.0,7.4,Cotton
0.0,0.0,0.0,29.4,88.0,47.0,91.0,7.4,Cotton
0.0,0.0,0.0,29.4,107.0,57.0,63.0,6.9,Cotton
0.0,0.0,0.0,29.4,94.0,79.0,59.0,7.0,Cotton
0.0,0.0,0.0,29.4,106.0,47.0,68.0,7.3,Cotton
0.0,0.0,0.0,29.4,71.0,68.0,81.0,7.0,Cotton
0.0,0.0,0.0,29.4,104.0,66.0,66.0,6.9,Cotton
0.0,0.0,0.0,29.4,78.0,51.0,79.0,7.0,Cotton
0.0,0.0,0.0,29.4,70.0,54.0,72.0,6.8,Cotton
0.0,0.0,0.0,29.4,75.0,52.0,66.0,7.3,Cotton
0.0,0.0,0.0,29.4,85.0,50.0,66.0,6.9,Cotton
0.0,0.0,0.0,29.4,108.0,75.0,86.0,7.0,Cotton
0.0,0.0,0.0,29.4,85.0,43.0,79.0,6.9,Cotton
0.0,0.0,0.0,29.4,101.0,66.0,60.0,7.4,Cotton
0.0,0.0,0.0,29.4,90.0,44.0,78.0,7.0,Cotton
0.0,0.0,0.0,29.4,98.0,72.0,76.0,7.1,Cotton
0.0,0.0,0.0,29.4,108.0,67.0,81.0,7.1,Cotton
0.0,0.0,0.0,29.4,108.0,54.0,95.0,7.0,Cotton
0.0,0.0,0.0,29.4,79.0,65.0,78.0,6.9,Cotton
0.0,0.0,0.0,29.4,106.0,74.0,99.0,7.0,Cotton
0.0,0.0,0.0,29.4,112.0,70.0,91.0,7.2,Cotton
0.0,0.0,0.0,29.4,102.0,61.0,77.0,6.9,Cotton
0.0,0.0,0.0,29.4,71.0,42.0,74.0,7.2,Cotton
0.0,0.0,0.0,29.4,86.0,40.0,97.0,7.2,Cotton
0.0,0.0,0.0,29.4,110.0,59.0,63.0,7.4,Cotton
0.0,0.0,0.0,29.4,80.0,55.0,52.0,7.0,Cotton
0.0,0.0,0.0,29.4,103.0,50.0,64.0,7.0,Cotton
0.0,0.0,0.0,29.4,70.0,72.0,98.0,7.1,Cotton
0.0,0.0,0.0,29.4,92.0,40.0,85.0,7.3,Cotton
0.0,0.0,0.0,29.4,109.0,62.0,94.0,7.3,Cotton
0.0,0.0,0.0,29.4,76.0,53.0,69.0,6.9,Cotton
0.0,0.0,0.0,29.4,107.0,58.0,89.0,6.9,Cotton
0.0,0.0,0.0,29.4,82.0,55.0,95.0,7.0,Cotton
0.0,0.0,0.0,29.4,107.0,41.0,74.0,7.1,Cotton
0.0,0.0,0.0,29.4,100.0,56.0,71.0,7.4,Cotton
0.0,0.0,0.0,29.4,96.0,52.0,55.0,7.3,Cotton
0.0,0.0,0.0,29.4,113.0,46.0,74.0,7.2,Cotton
0.0,0.0,0.0,29.4,95.0,42.0,84.0,7.3,Cotton
0.0,0.0,0.0,29.4,112.0,61.0,69.0,7.2,Cotton
0.0,0.0,0.0,29.4,74.0,60.0,83.0,7.3,Cotton
0.0,0.0,0.0,29.4,76.0,54.0,82.0,7.3,Cotton
0.0,0.0,0.0,29.4,98.0,73.0,63.0,7.1,Cotton
0.0,0.0,0.0,29.4,75.0,60.0,93.0,6.9,Cotton
0.0,0.0,0.0,29.4,76.0,67.0,81.0,7.2,Cotton
0.0,0.0,0.0,29.4,84.0,46.0,50.0,7.0,Cotton
0.0,0.0,0.0,29.4,94.0,69.0,69.0,7.5,Cotton
0.0,0.0,0.0,29.4,90.0,57.0,88.0,7.3,Cotton
0.0,0.0,0.0,29.4,93.0,61.0,89.0,6.8,Cotton
0.0,0.0,0.0,29.4,119.0,78.0,59.0,7.0,Cotton
0.0,0.0,0.0,29.4,88.0,63.0,81.0,7.5,Cotton
0.0,0.0,0.0,29.4,77.0,77.0,95.0,6.8,Cotton
0.0,0.0,0.0,29.4,103.0,59.0,90.0,7.3,Cotton
0.0,0.0,0.0,29.4,92.0,63.0,62.0,7.1,Cotton
0.0,0.0,0.0,29.4,80.0,49.0,75.0,7.4,Cotton
0.0,0.0,0.0,29.4,70.0,41.0,64.0,6.9,Cotton
0.0,0.0,0.0,29.4,111.0,57.0,92.0,7.0,Cotton
0.0,0.0,0.0,29.4,89.0,53.0,88.0,7.3,Cotton
0.0,0.0,0.0,29.4,107.0,42.0,71.0,7.0,Cotton
0.0,0.0,0.0,29.4,108.0,70.0,67.0,7.2,Cotton
0.0,0.0,0.0,29.4,74.0,71.0,56.0,6.8,Cotton
0.0,0.0,0.0,29.4,86.0,54.0,70.0,6.8,Cotton
0.0,0.0,0.0,29.4,96.0,63.0,63.0,6.9,Cotton
0.0,0.0,0.0,29.4,76.0,51.0,69.0,6.9,Cotton
0.0,0.0,0.0,29.4,71.0,78.0,80.0,7.2,Cotton
0.0,0.0,0.0,29.4,116.0,60.0,66.0,7.2,Cotton
0.0,0.0,0.0,29.4,92.0,42.0,75.0,7.5,Cotton
0.0,0.0,0.0,29.4,95.0,60.0,50.0,7.1,Cotton
0.0,0.0,0.0,29.4,96.0,65.0,68.0,7.5,Cotton
0.0,0.0,0.0,29.4,88.0,77.0,63.0,7.0,Cotton
0.0,0.0,0.0,29.4,98.0,67.0,97.0,7.2,Cotton
0.0,0.0,0.0,29.4,85.0,40.0,64.0,7.1,Cotton
0.0,0.0,0.0,29.4,89.0,68.0,82.0,7.1,Cotton
0.0,0.0,0.0,29.4,102.0,68.0,98.0,7.3,Cotton
0.0,0.0,0.0,29.4,106.0,45.0,90.0,7.4,Cotton
0.0,0.0,0.0,29.4,88.0,42.0,87.0,7.0,Cotton
0.0,0.0,0.0,29.4,116.0,61.0,54.0,6.9,Cotton
0.0,0.0,0.0,29.4,74.0,59.0,92.0,7.1,Cotton
0.0,0.0,0.0,29.4,92.0,55.0,82.0,7.3,Cotton
0.0,0.0,0.0,29.4,89.0,68.0,65.0,7.3,Cotton
0.0,0.0,0.0,29.4,106.0,49.0,90.0,7.0,Cotton
0.0,0.0,0.0,29.4,86.0,55.0,53.0,7.2,Cotton
0.0,0.0,0.0,29.4,107.0,64.0,64.0,7.4,Cotton
0.0,0.0,0.0,29.4,80.0,78.0,85.0,7.3,Cotton
0.0,0.0,0.0,29.4,117.0,74.0,72.0,7.3,Cotton
0.0,0.0,0.0,29.4,106.0,75.0,69.0,6.9,Cotton
0.0,0.0,0.0,29.4,73.0,60.0,71.0,7.0,Cotton
0.0,0.0,0.0,29.4,107.0,66.0,91.0,7.1,Cotton
0.0,0.0,0.0,29.4,76.0,40.0,79.0,7.1,Cotton
0.0,0.0,0.0,29.4,84.0,56.0,89.0,6.9,Cotton
0.0,0.0,0.0,29.4,83.0,61.0,93.0,7.3,Cotton
0.0,0.0,0.0,29.4,109.0,44.0,61.0,7.1,Cotton
0.0,0.0,0.0,29.4,97.0,48.0,69.0,7.3,Cotton
0.0,0.0,0.0,29.4,73.0,46.0,63.0,7.5,Cotton
0.0,0.0,0.0,29.4,81.0,61.0,79.0,7.1,Cotton
0.0,0.0,0.0,29.4,103.0,47.0,58.0,6.8,Cotton
0.0,0.0,0.0,29.4,116.0,45.0,56.0,7.2,Cotton
0.0,0.0,0.0,29.4,74.0,78.0,74.0,7.2,Cotton
0.0,0.0,0.0,29.4,94.0,69.0,55.0,7.2,Cotton
0.0,0.0,0.0,29.4,116.0,75.0,71.0,7.3,Cotton
0.0,0.0,0.0,29.4,95.0,66.0,97.0,7.0,Cotton
0.0,0.0,0.0,29.4,91.0,67.0,79.0,7.4,Cotton
0.0,0.0,0.0,29.4,112.0,58.0,60.0,7.2,Cotton
0.0,0.0,0.0,29.4,99.0,45.0,97.0,7.1,Cotton
0.0,0.0,0.0,29.4,73.0,53.0,51.0,7.4,Cotton
0.0,0.0,0.0,29.4,94.0,53.0,63.0,7.4,Cotton
0.0,0.0,0.0,29.4,86.0,71.0,61.0,6.8,Cotton
0.0,0.0,0.0,29.4,115.0,63.0,99.0,7.4,Cotton
0.0,0.0,0.0,29.4,78.0,41.0,82.0,6.9,Cotton
0.0,0.0,0.0,29.4,100.0,51.0,77.0,7.4,Cotton
0.0,0.0,0.0,29.4,82.0,50.0,83.0,7.4,Cotton
0.0,0.0,0.0,29.4,113.0,52.0,67.0,7.4,Cotton
0.0,0.0,0.0,29.4,80.0,43.0,87.0,7.3,Cotton
0.0,0.0,0.0,29.4,88.0,77.0,85.0,7.3,Cotton
0.0,0.0,0.0,29.4,85.0,54.0,81.0,7.0,Cotton
0.0,0.0,0.0,29.4,105.0,51.0,53.0,7.1,Cotton
0.0,0.0,0.0,29.4,75.0,45.0,56.0,7.1,Cotton
0.0,0.0,0.0,29.4,73.0,41.0,52.0,7.2,Cotton
0.0,0.0,0.0,29.4,85.0,58.0,97.0,7.1,Cotton
0.0,0.0,0.0,29.4,103.0,79.0,76.0,7.0,Cotton
0.0,0.0,0.0,29.4,115.0,51.0,71.0,7.3,Cotton
0.0,0.0,0.0,29.4,109.0,54.0,57.0,6.9,Cotton
0.0,0.0,0.0,29.4,82.0,55.0,62.0,7.1,Cotton
0.0,0.0,0.0,29.4,79.0,62.0,95.0,6.9,Cotton
0.0,0.0,0.0,29.4,82.0,67.0,72.0,6.8,Cotton
0.0,0.0,0.0,29.4,78.0,69.0,61.0,6.9,Cotton
0.0,0.0,0.0,29.4,91.0,40.0,55.0,7.2,Cotton
0.0,0.0,0.0,29.4,101.0,62.0,84.0,7.5,Cotton
0.0,0.0,0.0,29.4,116.0,72.0,94.0,7.2,Cotton
0.0,0.0,0.0,29.4,106.0,63.0,51.0,7.4,Cotton
